ID	CRISPR-Cas
ab01140	No_CRISPR
ab01141	No_CRISPR
ab01142	No_CRISPR
ab01143	No_CRISPR
ab01144	No_CRISPR
ab01145	No_CRISPR
ab01146	No_CRISPR
ab01148	No_CRISPR
ab01149	No_CRISPR
ab01150	No_CRISPR
ab01151	No_CRISPR
ab01152	No_CRISPR
ab01153	No_CRISPR
ab01154	No_CRISPR
ab01155	No_CRISPR
ab01156	No_CRISPR
ab01157	No_CRISPR
ab01158	No_CRISPR
ab01159	No_CRISPR
ab01160	No_CRISPR
ab01161	No_CRISPR
ab01162	No_CRISPR
ab01163	No_CRISPR
ab01164	No_CRISPR
ab01165	No_CRISPR
ab01166	No_CRISPR
ab01167	No_CRISPR
ab01168	No_CRISPR
ab01169	No_CRISPR
ab01170	No_CRISPR
ab01171	No_CRISPR
ab01172	No_CRISPR
ab01173	No_CRISPR
ab01174	No_CRISPR
ab01175	No_CRISPR
ab01176	No_CRISPR
ab01177	No_CRISPR
ab01178	No_CRISPR
ab01179	No_CRISPR
ab01180	No_CRISPR
ab01181	No_CRISPR
ab01182	No_CRISPR
ab01183	No_CRISPR
ab01184	No_CRISPR
ab01185	No_CRISPR
ab01186	No_CRISPR
ab01187	No_CRISPR
ab01188	No_CRISPR
ab01190	No_CRISPR
ab01191	No_CRISPR
ab01192	No_CRISPR
ab01193	No_CRISPR
ab01194	No_CRISPR
ab01195	No_CRISPR
ab01196	No_CRISPR
ab01197	No_CRISPR
ab01199	No_CRISPR
ab01200	No_CRISPR
ab01201	No_CRISPR
ab01202	No_CRISPR
ab01203	No_CRISPR
ab01204	No_CRISPR
ab01205	No_CRISPR
ab01206	No_CRISPR
ab01207	No_CRISPR
ab01208	No_CRISPR
ab01209	No_CRISPR
ab01210	No_CRISPR
ab01211	No_CRISPR
ab01212	No_CRISPR
ab01214	No_CRISPR
ab01215	No_CRISPR
ab01216	No_CRISPR
ab01218	No_CRISPR
ab01220	No_CRISPR
ab01221	No_CRISPR
ab01223	No_CRISPR
ab01224	No_CRISPR
ab01225	No_CRISPR
ab01226	No_CRISPR
ab01227	No_CRISPR
ab01228	No_CRISPR
ab01229	No_CRISPR
ab01230	No_CRISPR
ab01231	No_CRISPR
ab01232	No_CRISPR
ab01233	No_CRISPR
ab01234	No_CRISPR
ab01235	No_CRISPR
ab01236	No_CRISPR
ab01237	No_CRISPR
ab01238	No_CRISPR
ab01239	No_CRISPR
ab01240	No_CRISPR
ab01241	No_CRISPR
ab01242	No_CRISPR
ab01243	No_CRISPR
ab01244	No_CRISPR
ab01245	No_CRISPR
ab01246	No_CRISPR
ab01247	No_CRISPR
ab01248	No_CRISPR
ab01249	No_CRISPR
ab01250	No_CRISPR
ab01251	No_CRISPR
ab01252	No_CRISPR
ab01253	No_CRISPR
ab01254	No_CRISPR
ab01255	No_CRISPR
ab01256	No_CRISPR
ab01257	No_CRISPR
ab01258	No_CRISPR
ab01259	No_CRISPR
ab01260	No_CRISPR
ab01261	No_CRISPR
ab01262	No_CRISPR
ab01264	No_CRISPR
ab01265	No_CRISPR
ab01266	No_CRISPR
ab01267	No_CRISPR
ab01269	No_CRISPR
ab01270	No_CRISPR
ab01271	No_CRISPR
ab01272	No_CRISPR
ab01273	No_CRISPR
ab01274	No_CRISPR
ab01275	No_CRISPR
ab01276	No_CRISPR
ab01277	No_CRISPR
ab01278	No_CRISPR
ab01281	No_CRISPR
ab01283	No_CRISPR
ab01284	No_CRISPR
ab01285	No_CRISPR
ab01287	No_CRISPR
ab01288	No_CRISPR
ab01289	No_CRISPR
ab01290	No_CRISPR
ab01291	No_CRISPR
ab01292	No_CRISPR
ab01293	No_CRISPR
ab01294	No_CRISPR
ab01298	No_CRISPR
ab01300	No_CRISPR
ab01301	No_CRISPR
ab01302	No_CRISPR
ab01303	No_CRISPR
ab01304	No_CRISPR
ab01305	No_CRISPR
ab01306	No_CRISPR
ab01307	No_CRISPR
ab01308	No_CRISPR
ab01309	No_CRISPR
ab01310	No_CRISPR
ab01311	No_CRISPR
ab01312	No_CRISPR
ab01313	No_CRISPR
ab01314	No_CRISPR
ab01315	No_CRISPR
ab01316	No_CRISPR
ab01317	No_CRISPR
ab01318	No_CRISPR
ab01319	No_CRISPR
ab01321	No_CRISPR
ab01322	No_CRISPR
ab01323	No_CRISPR
ab01324	No_CRISPR
ab01325	No_CRISPR
ab01326	No_CRISPR
ab01327	No_CRISPR
ab01328	No_CRISPR
ab01329	No_CRISPR
ab01330	No_CRISPR
ab01331	No_CRISPR
ab01332	No_CRISPR
ab01334	No_CRISPR
ab01335	No_CRISPR
ab01337	No_CRISPR
ab01338	No_CRISPR
ab01339	No_CRISPR
ab01340	No_CRISPR
ab01341	No_CRISPR
ab01342	No_CRISPR
ab01343	No_CRISPR
ab01344	No_CRISPR
ab01345	No_CRISPR
ab01346	No_CRISPR
ab01347	No_CRISPR
ab01348	No_CRISPR
ab01349	No_CRISPR
ab01350	No_CRISPR
ab01351	No_CRISPR
ab01352	No_CRISPR
ab01353	No_CRISPR
ab01354	No_CRISPR
ab01355	No_CRISPR
ab01356	No_CRISPR
ab01357	No_CRISPR
ab01358	No_CRISPR
ab01359	No_CRISPR
ab01360	No_CRISPR
ab01361	No_CRISPR
ab01362	No_CRISPR
ab01363	No_CRISPR
ab01364	No_CRISPR
ab01365	No_CRISPR
ab01366	No_CRISPR
ab01367	No_CRISPR
ab01368	No_CRISPR
ab01369	No_CRISPR
ab01370	No_CRISPR
ab01371	No_CRISPR
ab01372	No_CRISPR
ab01373	No_CRISPR
ab01374	No_CRISPR
ab01375	No_CRISPR
ab01376	No_CRISPR
ab01377	No_CRISPR
ab01378	No_CRISPR
ab01379	No_CRISPR
ab01380	No_CRISPR
ab01381	No_CRISPR
ab01382	No_CRISPR
ab01383	No_CRISPR
ab01384	No_CRISPR
ab01386	No_CRISPR
ab01387	No_CRISPR
ab01389	No_CRISPR
ab01390	No_CRISPR
ab01391	No_CRISPR
ab01392	No_CRISPR
ab01393	No_CRISPR
ab01394	No_CRISPR
ab01395	No_CRISPR
ab01396	No_CRISPR
ab01397	No_CRISPR
ab01398	No_CRISPR
ab01399	No_CRISPR
ab01401	No_CRISPR
ab01402	No_CRISPR
ab01403	No_CRISPR
ab01404	No_CRISPR
ab01405	No_CRISPR
ab01406	No_CRISPR
ab01407	No_CRISPR
ab01408	No_CRISPR
ab01409	No_CRISPR
ab01410	No_CRISPR
ab01411	No_CRISPR
ab01412	No_CRISPR
ab01413	No_CRISPR
ab01414	No_CRISPR
ab01415	No_CRISPR
ab01416	No_CRISPR
ab01417	No_CRISPR
ab01418	No_CRISPR
ab01419	No_CRISPR
ab01420	No_CRISPR
ab01421	No_CRISPR
ab01422	No_CRISPR
ab01423	No_CRISPR
ab01424	No_CRISPR
ab01425	No_CRISPR
ab01426	No_CRISPR
ab01427	No_CRISPR
ab01428	No_CRISPR
ab01429	No_CRISPR
ab01430	No_CRISPR
ab01431	No_CRISPR
ab01432	No_CRISPR
ab01433	No_CRISPR
ab01434	No_CRISPR
ab01435	No_CRISPR
ab01436	No_CRISPR
ab01437	No_CRISPR
ab01438	No_CRISPR
ab01439	No_CRISPR
ab01440	No_CRISPR
ab01441	No_CRISPR
ab01442	No_CRISPR
ab01443	No_CRISPR
ab01444	No_CRISPR
ab01445	No_CRISPR
ab01446	No_CRISPR
ab01447	No_CRISPR
ab01448	No_CRISPR
ab01449	No_CRISPR
ab01450	No_CRISPR
ab01451	No_CRISPR
ab01452	No_CRISPR
ab01453	No_CRISPR
ab01454	No_CRISPR
ab01455	No_CRISPR
ab01456	No_CRISPR
ab01457	No_CRISPR
ab01458	No_CRISPR
ab01459	No_CRISPR
ab01460	No_CRISPR
ab01461	No_CRISPR
ab01462	No_CRISPR
ab01463	No_CRISPR
ab01464	No_CRISPR
ab01465	No_CRISPR
ab01466	No_CRISPR
ab01467	No_CRISPR
ab01468	No_CRISPR
ab01469	No_CRISPR
ab01472	No_CRISPR
ab01473	No_CRISPR
ab01475	No_CRISPR
ab01476	No_CRISPR
ab01477	No_CRISPR
ab01479	No_CRISPR
ab01480	No_CRISPR
ab01481	No_CRISPR
ab01482	No_CRISPR
ab01483	No_CRISPR
ab01484	No_CRISPR
ab01485	No_CRISPR
ab01487	No_CRISPR
ab01488	No_CRISPR
ab01489	No_CRISPR
ab01490	No_CRISPR
ab01491	No_CRISPR
ab01492	No_CRISPR
ab01494	No_CRISPR
ab01495	No_CRISPR
ab01496	No_CRISPR
ab01497	No_CRISPR
ab01498	No_CRISPR
ab01499	No_CRISPR
ab01500	No_CRISPR
ab01501	No_CRISPR
ab01502	No_CRISPR
ab01503	No_CRISPR
ab01504	No_CRISPR
ab01505	No_CRISPR
ab01506	No_CRISPR
ab01507	No_CRISPR
ab01508	No_CRISPR
ab01510	No_CRISPR
ab01516	No_CRISPR
ab01517	No_CRISPR
ab01518	No_CRISPR
ab01519	No_CRISPR
ab01521	No_CRISPR
ab01522	No_CRISPR
ab01523	No_CRISPR
ab01524	No_CRISPR
ab01525	No_CRISPR
ab01526	No_CRISPR
ab01527	No_CRISPR
ab01528	No_CRISPR
ab01529	No_CRISPR
ab01530	No_CRISPR
ab01531	No_CRISPR
ab01532	No_CRISPR
ab01533	No_CRISPR
ab01534	No_CRISPR
ab01535	No_CRISPR
ab01536	No_CRISPR
ab01538	No_CRISPR
ab01539	No_CRISPR
ab01540	No_CRISPR
ab01541	No_CRISPR
ab01543	No_CRISPR
ab01544	No_CRISPR
ab01546	No_CRISPR
ab01547	No_CRISPR
ab01548	No_CRISPR
ab01549	No_CRISPR
ab01550	No_CRISPR
ab01551	No_CRISPR
ab01552	No_CRISPR
ab01553	No_CRISPR
ab01554	No_CRISPR
ab01555	No_CRISPR
ab01556	No_CRISPR
ab01557	No_CRISPR
ab01558	No_CRISPR
ab01559	No_CRISPR
ab01560	No_CRISPR
ab01561	No_CRISPR
ab01562	No_CRISPR
ab01563	No_CRISPR
ab01564	No_CRISPR
ab01565	No_CRISPR
ab01566	No_CRISPR
ab01568	No_CRISPR
ab01569	No_CRISPR
ab01570	No_CRISPR
ab01574	No_CRISPR
ab01576	No_CRISPR
ab01577	No_CRISPR
ab01578	No_CRISPR
ab01579	No_CRISPR
ab01584	No_CRISPR
ab01586	No_CRISPR
ab01588	No_CRISPR
ab01589	No_CRISPR
ab01590	No_CRISPR
ab01593	No_CRISPR
ab01595	No_CRISPR
ab01596	No_CRISPR
ab01597	No_CRISPR
ab01598	No_CRISPR
ab01599	No_CRISPR
ab01600	No_CRISPR
ab01601	No_CRISPR
ab01603	No_CRISPR
ab01604	No_CRISPR
ab01605	No_CRISPR
ab01606	No_CRISPR
ab01607	No_CRISPR
ab01608	No_CRISPR
ab01609	No_CRISPR
ab01610	No_CRISPR
ab01611	No_CRISPR
ab01612	No_CRISPR
ab01613	No_CRISPR
ab01614	No_CRISPR
ab01615	No_CRISPR
ab01616	No_CRISPR
ab01618	No_CRISPR
ab01619	No_CRISPR
ab01620	No_CRISPR
ab01621	No_CRISPR
ab01626	No_CRISPR
ab01631	No_CRISPR
ab01636	No_CRISPR
ab01637	No_CRISPR
ab01638	No_CRISPR
ab01639	No_CRISPR
ab01641	No_CRISPR
ab01642	No_CRISPR
ab01643	No_CRISPR
ab01644	No_CRISPR
ab01645	No_CRISPR
ab01648	No_CRISPR
ab01650	No_CRISPR
ab01651	No_CRISPR
ab01653	No_CRISPR
ab01654	No_CRISPR
ab01656	No_CRISPR
ab01658	No_CRISPR
ab01660	No_CRISPR
ab01661	No_CRISPR
ab01662	No_CRISPR
ab01663	No_CRISPR
ab01664	No_CRISPR
ab01665	No_CRISPR
ab01666	No_CRISPR
ab01667	No_CRISPR
ab01668	No_CRISPR
ab01670	No_CRISPR
ab01671	No_CRISPR
ab01672	No_CRISPR
ab01673	No_CRISPR
ab01674	No_CRISPR
ab01675	No_CRISPR
ab01676	No_CRISPR
ab01678	No_CRISPR
ab01680	No_CRISPR
ab01681	No_CRISPR
ab01682	No_CRISPR
ab01683	No_CRISPR
ab01684	No_CRISPR
ab01685	No_CRISPR
ab01686	No_CRISPR
ab01687	No_CRISPR
ab01688	No_CRISPR
ab01689	No_CRISPR
ab01690	No_CRISPR
ab01692	No_CRISPR
ab01693	No_CRISPR
ab01694	No_CRISPR
ab01696	No_CRISPR
ab01698	No_CRISPR
ab01699	No_CRISPR
ab01700	No_CRISPR
ab01703	No_CRISPR
ab01704	No_CRISPR
ab01706	No_CRISPR
ab01708	No_CRISPR
ab01710	No_CRISPR
ab01711	No_CRISPR
ab01712	No_CRISPR
ab01713	No_CRISPR
ab01714	No_CRISPR
ab01715	No_CRISPR
ab01716	No_CRISPR
ab01717	No_CRISPR
ab01718	No_CRISPR
ab01719	No_CRISPR
ab01723	No_CRISPR
ab01724	No_CRISPR
ab01725	No_CRISPR
ab01726	No_CRISPR
ab01727	No_CRISPR
ab01728	No_CRISPR
ab01729	No_CRISPR
ab01730	No_CRISPR
ab01731	No_CRISPR
ab01732	No_CRISPR
ab01734	No_CRISPR
ab01735	No_CRISPR
ab01736	No_CRISPR
ab01737	No_CRISPR
ab01738	No_CRISPR
ab01739	No_CRISPR
ab01740	No_CRISPR
ab01741	No_CRISPR
ab01743	No_CRISPR
ab01746	No_CRISPR
ab01747	No_CRISPR
ab01748	No_CRISPR
ab01749	No_CRISPR
ab01750	No_CRISPR
ab01752	No_CRISPR
ab01753	No_CRISPR
ab01754	No_CRISPR
ab01755	No_CRISPR
ab01756	No_CRISPR
ab01757	No_CRISPR
ab01759	No_CRISPR
ab01760	No_CRISPR
ab01761	No_CRISPR
ab01762	No_CRISPR
ab01763	No_CRISPR
ab01764	No_CRISPR
ab01765	No_CRISPR
ab01766	No_CRISPR
ab01767	No_CRISPR
ab01768	No_CRISPR
ab01769	No_CRISPR
ab01770	No_CRISPR
ab01772	No_CRISPR
ab01773	No_CRISPR
ab01774	No_CRISPR
ab01775	No_CRISPR
ab01776	No_CRISPR
ab01777	No_CRISPR
ab01778	No_CRISPR
ab01779	No_CRISPR
ab01780	No_CRISPR
ab01781	No_CRISPR
ab01782	No_CRISPR
ab01783	No_CRISPR
ab01785	No_CRISPR
ab01786	No_CRISPR
ab01787	No_CRISPR
ab01788	No_CRISPR
ab01789	No_CRISPR
ab01791	No_CRISPR
ab01792	No_CRISPR
ab01793	No_CRISPR
ab01794	No_CRISPR
ab01796	No_CRISPR
ab01797	No_CRISPR
ab01798	No_CRISPR
ab01802	No_CRISPR
ab01803	No_CRISPR
ab01804	No_CRISPR
ab01805	No_CRISPR
ab01807	No_CRISPR
ab01808	No_CRISPR
ab01809	No_CRISPR
ab01812	No_CRISPR
ab01813	No_CRISPR
ab01814	No_CRISPR
ab01815	No_CRISPR
ab01816	No_CRISPR
ab01819	No_CRISPR
ab01820	No_CRISPR
ab01821	No_CRISPR
ab01825	No_CRISPR
ab01826	No_CRISPR
ab01828	No_CRISPR
ab01835	No_CRISPR
ab01838	No_CRISPR
ab01839	No_CRISPR
ab01841	No_CRISPR
ab01842	No_CRISPR
ab01843	No_CRISPR
ab01844	No_CRISPR
ab01846	No_CRISPR
ab01847	No_CRISPR
ab01849	No_CRISPR
ab01854	No_CRISPR
ab01855	No_CRISPR
ab01856	No_CRISPR
ab01857	No_CRISPR
ab01858	No_CRISPR
ab01859	No_CRISPR
ab01860	No_CRISPR
ab01861	No_CRISPR
ab01862	No_CRISPR
ab01863	No_CRISPR
ab01865	No_CRISPR
ab01866	No_CRISPR
ab01867	No_CRISPR
ab01868	No_CRISPR
ab01869	No_CRISPR
ab01872	No_CRISPR
ab01873	No_CRISPR
ab01874	No_CRISPR
ab01876	No_CRISPR
ab01877	No_CRISPR
ab01878	No_CRISPR
ab01879	No_CRISPR
ab01880	No_CRISPR
ab01881	No_CRISPR
ab01883	No_CRISPR
ab01884	No_CRISPR
ab01885	No_CRISPR
ab01886	No_CRISPR
ab01887	No_CRISPR
ab01889	No_CRISPR
ab01890	No_CRISPR
ab01891	No_CRISPR
ab01892	No_CRISPR
ab01893	No_CRISPR
ab01894	No_CRISPR
ab01895	No_CRISPR
ab01896	No_CRISPR
ab01897	No_CRISPR
ab01898	No_CRISPR
ab01899	No_CRISPR
ab01900	No_CRISPR
ab01901	No_CRISPR
ab01902	No_CRISPR
ab01903	No_CRISPR
ab01904	No_CRISPR
ab01905	No_CRISPR
ab01906	No_CRISPR
ab01907	No_CRISPR
ab01908	No_CRISPR
ab01910	No_CRISPR
ab01912	No_CRISPR
ab01913	No_CRISPR
ab01914	No_CRISPR
ab01915	No_CRISPR
ab01916	No_CRISPR
ab01917	No_CRISPR
ab01919	No_CRISPR
ab01920	No_CRISPR
ab01922	No_CRISPR
ab01924	No_CRISPR
ab01925	No_CRISPR
ab01926	No_CRISPR
ab01927	No_CRISPR
ab01928	No_CRISPR
ab01929	No_CRISPR
ab01930	No_CRISPR
ab01931	No_CRISPR
ab01932	No_CRISPR
ab01933	No_CRISPR
ab01934	No_CRISPR
ab01936	No_CRISPR
ab01937	No_CRISPR
ab01938	No_CRISPR
ab01939	No_CRISPR
ab01940	No_CRISPR
ab01941	No_CRISPR
ab01942	No_CRISPR
ab01943	No_CRISPR
ab01944	No_CRISPR
ab01945	No_CRISPR
ab01947	No_CRISPR
ab01948	No_CRISPR
ab01949	No_CRISPR
ab01950	No_CRISPR
ab01951	No_CRISPR
ab01952	No_CRISPR
ab01953	No_CRISPR
ab01954	No_CRISPR
ab01955	No_CRISPR
ab01956	No_CRISPR
ab01957	No_CRISPR
ab01959	No_CRISPR
ab01960	No_CRISPR
ab01961	No_CRISPR
ab01962	No_CRISPR
ab01964	No_CRISPR
ab01965	No_CRISPR
ab01966	No_CRISPR
ab01968	No_CRISPR
ab01969	No_CRISPR
ab01970	No_CRISPR
ab01971	No_CRISPR
ab01972	No_CRISPR
ab01973	No_CRISPR
ab01974	No_CRISPR
ab01975	No_CRISPR
ab01976	No_CRISPR
ab01977	No_CRISPR
ab01979	No_CRISPR
ab01980	No_CRISPR
ab01981	No_CRISPR
ab01982	No_CRISPR
ab01983	No_CRISPR
ab01984	No_CRISPR
ab01985	No_CRISPR
ab01986	No_CRISPR
ab01987	No_CRISPR
ab01988	No_CRISPR
ab01989	No_CRISPR
ab01991	No_CRISPR
ab01992	No_CRISPR
ab01993	No_CRISPR
ab01994	No_CRISPR
ab01995	No_CRISPR
ab01997	No_CRISPR
ab01999	No_CRISPR
ab02000	No_CRISPR
ab02001	No_CRISPR
ab02002	No_CRISPR
ab02005	No_CRISPR
ab02006	No_CRISPR
ab02007	No_CRISPR
ab02008	No_CRISPR
ab02009	No_CRISPR
ab02010	No_CRISPR
ab02012	No_CRISPR
ab02013	No_CRISPR
ab02014	No_CRISPR
ab02015	No_CRISPR
ab02018	No_CRISPR
ab02019	No_CRISPR
ab02020	No_CRISPR
ab02021	No_CRISPR
ab02022	No_CRISPR
ab02023	No_CRISPR
ab02024	No_CRISPR
ab02026	No_CRISPR
ab02027	No_CRISPR
ab02029	No_CRISPR
ab02030	No_CRISPR
ab02031	No_CRISPR
ab02032	No_CRISPR
ab02033	No_CRISPR
ab02034	No_CRISPR
ab02035	No_CRISPR
ab02037	No_CRISPR
ab02038	No_CRISPR
ab02039	No_CRISPR
ab02042	No_CRISPR
ab02043	No_CRISPR
ab02044	No_CRISPR
ab02045	No_CRISPR
ab02046	No_CRISPR
ab02047	No_CRISPR
ab02048	No_CRISPR
ab02049	No_CRISPR
ab02052	No_CRISPR
ab02053	No_CRISPR
ab02054	No_CRISPR
ab02055	No_CRISPR
ab02056	No_CRISPR
ab02057	No_CRISPR
ab02058	No_CRISPR
ab02059	No_CRISPR
ab02061	No_CRISPR
ab02062	No_CRISPR
ab02063	No_CRISPR
ab02065	No_CRISPR
ab02066	No_CRISPR
ab02067	No_CRISPR
ab02069	No_CRISPR
ab02072	No_CRISPR
ab02073	No_CRISPR
ab02074	No_CRISPR
ab02075	No_CRISPR
ab02076	No_CRISPR
ab02077	No_CRISPR
ab02079	No_CRISPR
ab02080	No_CRISPR
ab02081	No_CRISPR
ab02082	No_CRISPR
ab02084	No_CRISPR
ab02085	No_CRISPR
ab02086	No_CRISPR
ab02087	No_CRISPR
ab02088	No_CRISPR
ab02089	No_CRISPR
ab02090	No_CRISPR
ab02092	No_CRISPR
ab02093	No_CRISPR
ab02094	No_CRISPR
ab02095	No_CRISPR
ab02097	No_CRISPR
ab02098	No_CRISPR
ab02099	No_CRISPR
ab02100	No_CRISPR
ab02101	No_CRISPR
ab02102	No_CRISPR
ab02103	No_CRISPR
ab02104	No_CRISPR
ab02105	No_CRISPR
ab02106	No_CRISPR
ab02107	No_CRISPR
ab02108	No_CRISPR
ab02109	No_CRISPR
ab02110	No_CRISPR
ab02111	No_CRISPR
ab02112	No_CRISPR
ab02113	No_CRISPR
ab02114	No_CRISPR
ab02115	No_CRISPR
ab02116	No_CRISPR
ab02117	No_CRISPR
ab02118	No_CRISPR
ab02119	No_CRISPR
ab02120	No_CRISPR
ab02121	No_CRISPR
ab02122	No_CRISPR
ab02123	No_CRISPR
ab02124	No_CRISPR
ab02126	No_CRISPR
ab02127	No_CRISPR
ab02128	No_CRISPR
ab02130	No_CRISPR
ab02131	No_CRISPR
ab02132	No_CRISPR
ab02133	No_CRISPR
ab02134	No_CRISPR
ab02136	No_CRISPR
ab02137	No_CRISPR
ab02138	No_CRISPR
ab02139	No_CRISPR
ab02140	No_CRISPR
ab02141	No_CRISPR
ab02143	No_CRISPR
ab02144	No_CRISPR
ab02145	No_CRISPR
ab02146	No_CRISPR
ab02147	No_CRISPR
ab02148	No_CRISPR
ab02149	No_CRISPR
ab02150	No_CRISPR
ab02151	No_CRISPR
ab02153	No_CRISPR
ab02154	No_CRISPR
ab02155	No_CRISPR
ab02156	No_CRISPR
ab02157	No_CRISPR
ab02158	No_CRISPR
ab02159	No_CRISPR
ab02161	No_CRISPR
ab02162	No_CRISPR
ab02163	No_CRISPR
ab02166	No_CRISPR
ab02167	No_CRISPR
ab02170	No_CRISPR
ab02171	No_CRISPR
ab02173	No_CRISPR
ab02174	No_CRISPR
ab02175	No_CRISPR
ab02176	No_CRISPR
ab02177	No_CRISPR
ab02178	No_CRISPR
ab02179	No_CRISPR
ab02180	No_CRISPR
ab02181	No_CRISPR
ab02182	No_CRISPR
ab02183	No_CRISPR
ab02184	No_CRISPR
ab02185	No_CRISPR
ab02186	No_CRISPR
ab02187	No_CRISPR
ab02189	No_CRISPR
ab02190	No_CRISPR
ab02191	No_CRISPR
ab02192	No_CRISPR
ab02193	No_CRISPR
ab02194	No_CRISPR
ab02195	No_CRISPR
ab02196	No_CRISPR
ab02197	No_CRISPR
ab02198	No_CRISPR
ab02199	No_CRISPR
ab02200	No_CRISPR
ab02201	No_CRISPR
ab02202	No_CRISPR
ab02203	No_CRISPR
ab02204	No_CRISPR
ab02205	No_CRISPR
ab02206	No_CRISPR
ab02207	No_CRISPR
ab02208	No_CRISPR
ab02209	No_CRISPR
ab02210	No_CRISPR
ab02212	No_CRISPR
ab02213	No_CRISPR
ab02214	No_CRISPR
ab02215	No_CRISPR
ab02217	No_CRISPR
ab02218	No_CRISPR
ab02219	No_CRISPR
ab02220	No_CRISPR
ab02221	No_CRISPR
ab02222	No_CRISPR
ab02223	No_CRISPR
ab02224	No_CRISPR
ab02225	No_CRISPR
ab02226	No_CRISPR
ab02227	No_CRISPR
ab02228	No_CRISPR
ab02229	No_CRISPR
ab02230	No_CRISPR
ab02231	No_CRISPR
ab02233	No_CRISPR
ab02234	No_CRISPR
ab02241	No_CRISPR
ab02242	No_CRISPR
ab02243	No_CRISPR
ab02244	No_CRISPR
ab02245	No_CRISPR
ab02246	No_CRISPR
ab02247	No_CRISPR
ab02248	No_CRISPR
ab02249	No_CRISPR
ab02250	No_CRISPR
ab02251	No_CRISPR
ab02254	No_CRISPR
ab02255	No_CRISPR
ab02257	No_CRISPR
ab02260	No_CRISPR
ab02261	No_CRISPR
ab02262	No_CRISPR
ab02263	No_CRISPR
ab02279	No_CRISPR
ab02282	No_CRISPR
ab02286	No_CRISPR
ab02288	No_CRISPR
ab02290	No_CRISPR
ab02291	No_CRISPR
ab02292	No_CRISPR
ab02293	No_CRISPR
ab02294	No_CRISPR
ab02295	No_CRISPR
ab02296	No_CRISPR
ab02297	No_CRISPR
ab02298	No_CRISPR
ab02299	No_CRISPR
ab02300	No_CRISPR
ab02301	No_CRISPR
ab02302	No_CRISPR
ab02303	No_CRISPR
ab02305	No_CRISPR
ab02306	No_CRISPR
ab02308	No_CRISPR
ab02309	No_CRISPR
ab02310	No_CRISPR
ab02311	No_CRISPR
ab02312	No_CRISPR
ab02313	No_CRISPR
ab02314	No_CRISPR
ab02315	No_CRISPR
ab02316	No_CRISPR
ab02317	No_CRISPR
ab02318	No_CRISPR
ab02319	No_CRISPR
ab02320	No_CRISPR
ab02321	No_CRISPR
ab02322	No_CRISPR
ab02323	No_CRISPR
ab02324	No_CRISPR
ab02325	No_CRISPR
ab02327	No_CRISPR
ab02328	No_CRISPR
ab02329	No_CRISPR
ab02330	No_CRISPR
ab02331	No_CRISPR
ab02332	No_CRISPR
ab02333	No_CRISPR
ab02335	No_CRISPR
ab02336	No_CRISPR
ab02337	No_CRISPR
ab02338	No_CRISPR
ab02339	No_CRISPR
ab02340	No_CRISPR
ab02342	No_CRISPR
ab02343	No_CRISPR
ab02345	No_CRISPR
ab02347	No_CRISPR
ab02348	No_CRISPR
ab02349	No_CRISPR
ab02350	No_CRISPR
ab02351	No_CRISPR
ab02352	No_CRISPR
ab02353	No_CRISPR
ab02354	No_CRISPR
ab02355	No_CRISPR
ab02356	No_CRISPR
ab02357	No_CRISPR
ab02358	No_CRISPR
ab02359	No_CRISPR
ab02360	No_CRISPR
ab02361	No_CRISPR
ab02362	No_CRISPR
ab02364	No_CRISPR
ab02367	No_CRISPR
ab02369	No_CRISPR
ab02370	No_CRISPR
ab02372	No_CRISPR
ab02373	No_CRISPR
ab02374	No_CRISPR
ab02376	No_CRISPR
ab02378	No_CRISPR
ab02380	No_CRISPR
ab02383	No_CRISPR
ab02384	No_CRISPR
ab02388	No_CRISPR
ab02390	No_CRISPR
ab02392	No_CRISPR
ab02393	No_CRISPR
ab02394	No_CRISPR
ab02395	No_CRISPR
ab02396	No_CRISPR
ab02397	No_CRISPR
ab02398	No_CRISPR
ab02399	No_CRISPR
ab02400	No_CRISPR
ab02401	No_CRISPR
ab02402	No_CRISPR
ab02403	No_CRISPR
ab02404	No_CRISPR
ab02405	No_CRISPR
ab02406	No_CRISPR
ab02407	No_CRISPR
ab02408	No_CRISPR
ab02409	No_CRISPR
ab02410	No_CRISPR
ab02411	No_CRISPR
ab02412	No_CRISPR
ab02414	No_CRISPR
ab02415	No_CRISPR
ab02418	No_CRISPR
ab02419	No_CRISPR
ab02421	No_CRISPR
ab02422	No_CRISPR
ab02423	No_CRISPR
ab02424	No_CRISPR
ab02425	No_CRISPR
ab02426	No_CRISPR
ab02427	No_CRISPR
ab02428	No_CRISPR
ab02430	No_CRISPR
ab02431	No_CRISPR
ab02432	No_CRISPR
ab02433	No_CRISPR
ab02434	No_CRISPR
ab02435	No_CRISPR
ab02436	No_CRISPR
ab02437	No_CRISPR
ab02438	No_CRISPR
ab02439	No_CRISPR
ab02440	No_CRISPR
ab02441	No_CRISPR
ab02442	No_CRISPR
ab02443	No_CRISPR
ab02444	No_CRISPR
ab02445	No_CRISPR
ab02446	No_CRISPR
ab02447	No_CRISPR
ab02448	No_CRISPR
ab02449	No_CRISPR
ab02450	No_CRISPR
ab02451	No_CRISPR
ab02452	No_CRISPR
ab02460	No_CRISPR
ab02467	No_CRISPR
ab02473	No_CRISPR
ab02474	No_CRISPR
