ID	CRISPR-Cas
ab02475	No_CRISPR
ab02478	No_CRISPR
ab02479	No_CRISPR
ab02480	No_CRISPR
ab02481	No_CRISPR
ab02482	No_CRISPR
ab02483	No_CRISPR
ab02484	No_CRISPR
ab02487	No_CRISPR
ab02488	No_CRISPR
ab02490	No_CRISPR
ab02491	No_CRISPR
ab02497	No_CRISPR
ab02502	No_CRISPR
ab02503	No_CRISPR
ab02504	No_CRISPR
ab02505	No_CRISPR
ab02506	No_CRISPR
ab02507	No_CRISPR
ab02508	No_CRISPR
ab02509	No_CRISPR
ab02510	No_CRISPR
ab02511	No_CRISPR
ab02512	No_CRISPR
ab02513	No_CRISPR
ab02514	No_CRISPR
ab02515	No_CRISPR
ab02516	No_CRISPR
ab02517	No_CRISPR
ab02518	No_CRISPR
ab02519	No_CRISPR
ab02520	No_CRISPR
ab02521	No_CRISPR
ab02522	No_CRISPR
ab02524	No_CRISPR
ab02525	No_CRISPR
ab02526	No_CRISPR
ab02527	No_CRISPR
ab02528	No_CRISPR
ab02529	No_CRISPR
ab02530	No_CRISPR
ab02531	No_CRISPR
ab02532	No_CRISPR
ab02533	No_CRISPR
ab02534	No_CRISPR
ab02535	No_CRISPR
ab02536	No_CRISPR
ab02537	No_CRISPR
ab02538	No_CRISPR
ab02539	No_CRISPR
ab02540	No_CRISPR
ab02541	No_CRISPR
ab02542	No_CRISPR
ab02543	No_CRISPR
ab02544	No_CRISPR
ab02545	No_CRISPR
ab02546	No_CRISPR
ab02547	No_CRISPR
ab02548	No_CRISPR
ab02549	No_CRISPR
ab02550	No_CRISPR
ab02551	No_CRISPR
ab02552	No_CRISPR
ab02553	No_CRISPR
ab02554	No_CRISPR
ab02555	No_CRISPR
ab02556	No_CRISPR
ab02557	No_CRISPR
ab02558	No_CRISPR
ab02559	No_CRISPR
ab02560	No_CRISPR
ab02561	No_CRISPR
ab02562	No_CRISPR
ab02563	No_CRISPR
ab02564	No_CRISPR
ab02565	No_CRISPR
ab02566	No_CRISPR
ab02567	No_CRISPR
ab02568	No_CRISPR
ab02569	No_CRISPR
ab02570	No_CRISPR
ab02571	No_CRISPR
ab02572	No_CRISPR
ab02573	No_CRISPR
ab02574	No_CRISPR
ab02575	No_CRISPR
ab02576	No_CRISPR
ab02577	No_CRISPR
ab02578	No_CRISPR
ab02579	No_CRISPR
ab02580	No_CRISPR
ab02581	No_CRISPR
ab02582	No_CRISPR
ab02583	No_CRISPR
ab02584	No_CRISPR
ab02585	No_CRISPR
ab02586	No_CRISPR
ab02587	No_CRISPR
ab02588	No_CRISPR
ab02589	No_CRISPR
ab02590	No_CRISPR
ab02591	No_CRISPR
ab02592	No_CRISPR
ab02593	No_CRISPR
ab02594	No_CRISPR
ab02595	No_CRISPR
ab02596	No_CRISPR
ab02597	No_CRISPR
ab02598	No_CRISPR
ab02599	No_CRISPR
ab02600	No_CRISPR
ab02601	No_CRISPR
ab02602	No_CRISPR
ab02603	No_CRISPR
ab02604	No_CRISPR
ab02605	No_CRISPR
ab02606	No_CRISPR
ab02607	No_CRISPR
ab02608	No_CRISPR
ab02609	No_CRISPR
ab02610	No_CRISPR
ab02611	No_CRISPR
ab02612	No_CRISPR
ab02613	No_CRISPR
ab02614	No_CRISPR
ab02615	No_CRISPR
ab02616	No_CRISPR
ab02617	No_CRISPR
ab02618	No_CRISPR
ab02619	No_CRISPR
ab02620	No_CRISPR
ab02621	No_CRISPR
ab02622	No_CRISPR
ab02623	No_CRISPR
ab02624	No_CRISPR
ab02625	No_CRISPR
ab02626	No_CRISPR
ab02627	No_CRISPR
ab02628	No_CRISPR
ab02629	No_CRISPR
ab02630	No_CRISPR
ab02631	No_CRISPR
ab02632	No_CRISPR
ab02633	No_CRISPR
ab02634	No_CRISPR
ab02635	No_CRISPR
ab02636	No_CRISPR
ab02637	No_CRISPR
ab02638	No_CRISPR
ab02639	No_CRISPR
ab02642	No_CRISPR
ab02644	No_CRISPR
ab02645	No_CRISPR
ab02647	No_CRISPR
ab02648	No_CRISPR
ab02649	No_CRISPR
ab02651	No_CRISPR
ab02652	No_CRISPR
ab02653	No_CRISPR
ab02654	No_CRISPR
ab02655	No_CRISPR
ab02656	No_CRISPR
ab02657	No_CRISPR
ab02658	No_CRISPR
ab02659	No_CRISPR
ab02660	No_CRISPR
ab02663	No_CRISPR
ab02664	No_CRISPR
ab02665	No_CRISPR
ab02666	No_CRISPR
ab02667	No_CRISPR
ab02668	No_CRISPR
ab02669	No_CRISPR
ab02670	No_CRISPR
ab02671	No_CRISPR
ab02672	No_CRISPR
ab02673	No_CRISPR
ab02675	No_CRISPR
ab02676	No_CRISPR
ab02677	No_CRISPR
ab02678	No_CRISPR
ab02679	No_CRISPR
ab02680	No_CRISPR
ab02681	No_CRISPR
ab02682	No_CRISPR
ab02683	No_CRISPR
ab02684	No_CRISPR
ab02685	No_CRISPR
ab02686	No_CRISPR
ab02687	No_CRISPR
ab02689	No_CRISPR
ab02690	No_CRISPR
ab02691	No_CRISPR
ab02692	No_CRISPR
ab02693	No_CRISPR
ab02694	No_CRISPR
ab02695	No_CRISPR
ab02696	No_CRISPR
ab02697	No_CRISPR
ab02698	No_CRISPR
ab02699	No_CRISPR
ab02700	No_CRISPR
ab02701	No_CRISPR
ab02702	No_CRISPR
ab02703	No_CRISPR
ab02704	No_CRISPR
ab02705	No_CRISPR
ab02706	No_CRISPR
ab02707	No_CRISPR
ab02708	No_CRISPR
ab02709	No_CRISPR
ab02710	No_CRISPR
ab02711	No_CRISPR
ab02712	No_CRISPR
ab02713	No_CRISPR
ab02714	No_CRISPR
ab02715	No_CRISPR
ab02716	No_CRISPR
ab02717	No_CRISPR
ab02718	No_CRISPR
ab02719	No_CRISPR
ab02720	No_CRISPR
ab02721	No_CRISPR
ab02722	No_CRISPR
ab02723	No_CRISPR
ab02724	No_CRISPR
ab02725	No_CRISPR
ab02726	No_CRISPR
ab02727	No_CRISPR
ab02728	No_CRISPR
ab02729	No_CRISPR
ab02730	No_CRISPR
ab02731	No_CRISPR
ab02732	No_CRISPR
ab02733	No_CRISPR
ab02734	No_CRISPR
ab02735	No_CRISPR
ab02736	No_CRISPR
ab02737	No_CRISPR
ab02738	No_CRISPR
ab02739	No_CRISPR
ab02740	No_CRISPR
ab02741	No_CRISPR
ab02742	No_CRISPR
ab02743	No_CRISPR
ab02744	No_CRISPR
ab02745	No_CRISPR
ab02746	No_CRISPR
ab02747	No_CRISPR
ab02748	No_CRISPR
ab02749	No_CRISPR
ab02750	No_CRISPR
ab02751	No_CRISPR
ab02752	No_CRISPR
ab02753	No_CRISPR
ab02754	No_CRISPR
ab02755	No_CRISPR
ab02756	No_CRISPR
ab02757	No_CRISPR
ab02758	No_CRISPR
ab02759	No_CRISPR
ab02760	No_CRISPR
ab02761	No_CRISPR
ab02762	No_CRISPR
ab02763	No_CRISPR
ab02764	No_CRISPR
ab02765	No_CRISPR
ab02766	No_CRISPR
ab02767	No_CRISPR
ab02768	No_CRISPR
ab02769	No_CRISPR
ab02770	No_CRISPR
ab02772	No_CRISPR
ab02773	No_CRISPR
ab02774	No_CRISPR
ab02775	No_CRISPR
ab02776	No_CRISPR
ab02777	No_CRISPR
ab02778	No_CRISPR
ab02779	No_CRISPR
ab02780	No_CRISPR
ab02781	No_CRISPR
ab02782	No_CRISPR
ab02783	No_CRISPR
ab02784	No_CRISPR
ab02785	No_CRISPR
ab02786	No_CRISPR
ab02787	No_CRISPR
ab02788	No_CRISPR
ab02789	No_CRISPR
ab02790	No_CRISPR
ab02791	No_CRISPR
ab02792	No_CRISPR
ab02793	No_CRISPR
ab02794	No_CRISPR
ab02795	No_CRISPR
ab02796	No_CRISPR
ab02797	No_CRISPR
ab02798	No_CRISPR
ab02799	No_CRISPR
ab02800	No_CRISPR
ab02801	No_CRISPR
ab02802	No_CRISPR
ab02803	No_CRISPR
ab02804	No_CRISPR
ab02805	No_CRISPR
ab02806	No_CRISPR
ab02807	No_CRISPR
ab02808	No_CRISPR
ab02809	No_CRISPR
ab02810	No_CRISPR
ab02811	No_CRISPR
ab02812	No_CRISPR
ab02813	No_CRISPR
ab02814	No_CRISPR
ab02815	No_CRISPR
ab02816	No_CRISPR
ab02817	No_CRISPR
ab02818	No_CRISPR
ab02820	No_CRISPR
ab02822	No_CRISPR
ab02823	No_CRISPR
ab02824	No_CRISPR
ab02825	No_CRISPR
ab02826	No_CRISPR
ab02827	No_CRISPR
ab02828	No_CRISPR
ab02829	No_CRISPR
ab02830	No_CRISPR
ab02831	No_CRISPR
ab02832	No_CRISPR
ab02833	No_CRISPR
ab02834	No_CRISPR
ab02835	No_CRISPR
ab02836	No_CRISPR
ab02837	No_CRISPR
ab02838	No_CRISPR
ab02839	No_CRISPR
ab02840	No_CRISPR
ab02841	No_CRISPR
ab02842	No_CRISPR
ab02843	No_CRISPR
ab02844	No_CRISPR
ab02845	No_CRISPR
ab02846	No_CRISPR
ab02847	No_CRISPR
ab02848	No_CRISPR
ab02849	No_CRISPR
ab02850	No_CRISPR
ab02851	No_CRISPR
ab02852	No_CRISPR
ab02853	No_CRISPR
ab02854	No_CRISPR
ab02855	No_CRISPR
ab02856	No_CRISPR
ab02857	No_CRISPR
ab02858	No_CRISPR
ab02859	No_CRISPR
ab02860	No_CRISPR
ab02861	No_CRISPR
ab02862	No_CRISPR
ab02863	No_CRISPR
ab02864	No_CRISPR
ab02865	No_CRISPR
ab02866	No_CRISPR
ab02867	No_CRISPR
ab02868	No_CRISPR
ab02869	No_CRISPR
ab02870	No_CRISPR
ab02871	No_CRISPR
ab02872	No_CRISPR
ab02873	No_CRISPR
ab02874	No_CRISPR
ab02875	No_CRISPR
ab02876	No_CRISPR
ab02877	No_CRISPR
ab02878	No_CRISPR
ab02879	No_CRISPR
ab02880	No_CRISPR
ab02881	No_CRISPR
ab02882	No_CRISPR
ab02883	No_CRISPR
ab02884	No_CRISPR
ab02885	No_CRISPR
ab02886	No_CRISPR
ab02887	No_CRISPR
ab02888	No_CRISPR
ab02889	No_CRISPR
ab02890	No_CRISPR
ab02891	No_CRISPR
ab02892	No_CRISPR
ab02893	No_CRISPR
ab02894	No_CRISPR
ab02895	No_CRISPR
ab02896	No_CRISPR
ab02897	No_CRISPR
ab02898	No_CRISPR
ab02899	No_CRISPR
ab02900	No_CRISPR
ab02901	No_CRISPR
ab02902	No_CRISPR
ab02903	No_CRISPR
ab02904	No_CRISPR
ab02905	No_CRISPR
ab02906	No_CRISPR
ab02907	No_CRISPR
ab02908	No_CRISPR
ab02909	No_CRISPR
ab02910	No_CRISPR
ab02911	No_CRISPR
ab02912	No_CRISPR
ab02913	No_CRISPR
ab02914	No_CRISPR
ab02915	No_CRISPR
ab02916	No_CRISPR
ab02917	No_CRISPR
ab02918	No_CRISPR
ab02919	No_CRISPR
ab02920	No_CRISPR
ab02921	No_CRISPR
ab02922	No_CRISPR
ab02923	No_CRISPR
ab02924	No_CRISPR
ab02925	No_CRISPR
ab02926	No_CRISPR
ab02927	No_CRISPR
ab02928	No_CRISPR
ab02929	No_CRISPR
ab02930	No_CRISPR
ab02931	No_CRISPR
ab02932	No_CRISPR
ab02933	No_CRISPR
ab02934	No_CRISPR
ab02935	No_CRISPR
ab02936	No_CRISPR
ab02937	No_CRISPR
ab02938	No_CRISPR
ab02939	No_CRISPR
ab02940	No_CRISPR
ab02941	No_CRISPR
ab02942	No_CRISPR
ab02944	No_CRISPR
ab02945	No_CRISPR
ab02946	No_CRISPR
ab02947	No_CRISPR
ab02948	No_CRISPR
ab02949	No_CRISPR
ab02950	No_CRISPR
ab02951	No_CRISPR
ab02952	No_CRISPR
ab02953	No_CRISPR
ab02954	No_CRISPR
ab02955	No_CRISPR
ab02956	No_CRISPR
ab02957	No_CRISPR
ab02958	No_CRISPR
ab02959	No_CRISPR
ab02960	No_CRISPR
ab02961	No_CRISPR
ab02962	No_CRISPR
ab02963	No_CRISPR
ab02964	No_CRISPR
ab02965	No_CRISPR
ab02966	No_CRISPR
ab02967	No_CRISPR
ab02968	No_CRISPR
ab02969	No_CRISPR
ab02970	No_CRISPR
ab02971	No_CRISPR
ab02972	No_CRISPR
ab02973	No_CRISPR
ab02974	No_CRISPR
ab02975	No_CRISPR
ab02976	No_CRISPR
ab02977	No_CRISPR
ab02978	No_CRISPR
ab02979	No_CRISPR
ab02980	No_CRISPR
ab02981	No_CRISPR
ab02982	No_CRISPR
ab02983	No_CRISPR
ab02984	No_CRISPR
ab02985	No_CRISPR
ab02986	No_CRISPR
ab02987	No_CRISPR
ab02988	No_CRISPR
ab02989	No_CRISPR
ab02990	No_CRISPR
ab02991	No_CRISPR
ab02992	No_CRISPR
ab02993	No_CRISPR
ab02994	No_CRISPR
ab02995	No_CRISPR
ab02996	No_CRISPR
ab02997	No_CRISPR
ab02998	No_CRISPR
ab02999	No_CRISPR
ab03000	No_CRISPR
ab03001	No_CRISPR
ab03002	No_CRISPR
ab03004	No_CRISPR
ab03005	No_CRISPR
ab03006	No_CRISPR
ab03007	No_CRISPR
ab03008	No_CRISPR
ab03009	No_CRISPR
ab03010	No_CRISPR
ab03011	No_CRISPR
ab03012	No_CRISPR
ab03013	No_CRISPR
ab03014	No_CRISPR
ab03015	No_CRISPR
ab03016	No_CRISPR
ab03017	No_CRISPR
ab03018	No_CRISPR
ab03019	No_CRISPR
ab03020	No_CRISPR
ab03021	No_CRISPR
ab03022	No_CRISPR
ab03023	No_CRISPR
ab03024	No_CRISPR
ab03025	No_CRISPR
ab03026	No_CRISPR
ab03027	No_CRISPR
ab03028	No_CRISPR
ab03029	No_CRISPR
ab03030	No_CRISPR
ab03031	No_CRISPR
ab03032	No_CRISPR
ab03033	No_CRISPR
ab03034	No_CRISPR
ab03035	No_CRISPR
ab03036	No_CRISPR
ab03037	No_CRISPR
ab03038	No_CRISPR
ab03039	No_CRISPR
ab03040	No_CRISPR
ab03041	No_CRISPR
ab03042	No_CRISPR
ab03043	No_CRISPR
ab03044	No_CRISPR
ab03045	No_CRISPR
ab03046	No_CRISPR
ab03047	No_CRISPR
ab03048	No_CRISPR
ab03049	No_CRISPR
ab03050	No_CRISPR
ab03051	No_CRISPR
ab03052	No_CRISPR
ab03053	No_CRISPR
ab03054	No_CRISPR
ab03055	No_CRISPR
ab03056	No_CRISPR
ab03057	No_CRISPR
ab03058	No_CRISPR
ab03059	No_CRISPR
ab03060	No_CRISPR
ab03061	No_CRISPR
ab03062	No_CRISPR
ab03063	No_CRISPR
ab03064	No_CRISPR
ab03065	No_CRISPR
ab03066	No_CRISPR
ab03067	No_CRISPR
ab03068	No_CRISPR
ab03069	No_CRISPR
ab03070	No_CRISPR
ab03071	No_CRISPR
ab03072	No_CRISPR
ab03073	No_CRISPR
ab03074	No_CRISPR
ab03075	No_CRISPR
ab03076	No_CRISPR
ab03077	No_CRISPR
ab03078	No_CRISPR
ab03079	No_CRISPR
ab03080	No_CRISPR
ab03081	No_CRISPR
ab03082	No_CRISPR
ab03084	No_CRISPR
ab03085	No_CRISPR
ab03086	No_CRISPR
ab03087	No_CRISPR
ab03088	No_CRISPR
ab03089	No_CRISPR
ab03090	No_CRISPR
ab03091	No_CRISPR
ab03092	No_CRISPR
ab03093	No_CRISPR
ab03094	No_CRISPR
ab03095	No_CRISPR
ab03096	No_CRISPR
ab03097	No_CRISPR
ab03098	No_CRISPR
ab03099	No_CRISPR
ab03100	No_CRISPR
ab03101	No_CRISPR
ab03102	No_CRISPR
ab03104	No_CRISPR
ab03105	No_CRISPR
ab03106	No_CRISPR
ab03107	No_CRISPR
ab03108	No_CRISPR
ab03109	No_CRISPR
ab03110	No_CRISPR
ab03111	No_CRISPR
ab03112	No_CRISPR
ab03113	No_CRISPR
ab03114	No_CRISPR
ab03115	No_CRISPR
ab03117	No_CRISPR
ab03118	No_CRISPR
ab03119	No_CRISPR
ab03120	No_CRISPR
ab03121	No_CRISPR
ab03122	No_CRISPR
ab03123	No_CRISPR
ab03124	No_CRISPR
ab03125	No_CRISPR
ab03126	No_CRISPR
ab03127	No_CRISPR
ab03128	No_CRISPR
ab03130	No_CRISPR
ab03131	No_CRISPR
ab03132	No_CRISPR
ab03133	No_CRISPR
ab03134	No_CRISPR
ab03135	No_CRISPR
ab03136	No_CRISPR
ab03137	No_CRISPR
ab03138	No_CRISPR
ab03139	No_CRISPR
ab03140	No_CRISPR
ab03141	No_CRISPR
ab03142	No_CRISPR
ab03143	No_CRISPR
ab03144	No_CRISPR
ab03145	No_CRISPR
ab03146	No_CRISPR
ab03148	No_CRISPR
ab03149	No_CRISPR
ab03150	No_CRISPR
ab03151	No_CRISPR
ab03152	No_CRISPR
ab03153	No_CRISPR
ab03154	No_CRISPR
ab03155	No_CRISPR
ab03156	No_CRISPR
ab03157	No_CRISPR
ab03158	No_CRISPR
ab03159	No_CRISPR
ab03160	No_CRISPR
ab03161	No_CRISPR
ab03162	No_CRISPR
ab03163	No_CRISPR
ab03164	No_CRISPR
ab03165	No_CRISPR
ab03166	No_CRISPR
ab03167	No_CRISPR
ab03168	No_CRISPR
ab03169	No_CRISPR
ab03170	No_CRISPR
ab03171	No_CRISPR
ab03172	No_CRISPR
ab03173	No_CRISPR
ab03174	No_CRISPR
ab03175	No_CRISPR
ab03176	No_CRISPR
ab03177	No_CRISPR
ab03178	No_CRISPR
ab03179	No_CRISPR
ab03180	No_CRISPR
ab03181	No_CRISPR
ab03182	No_CRISPR
ab03183	No_CRISPR
ab03184	No_CRISPR
ab03185	No_CRISPR
ab03186	No_CRISPR
ab03187	No_CRISPR
ab03188	No_CRISPR
ab03189	No_CRISPR
ab03190	No_CRISPR
ab03191	No_CRISPR
ab03192	No_CRISPR
ab03193	No_CRISPR
ab03195	No_CRISPR
ab03196	No_CRISPR
ab03197	No_CRISPR
ab03198	No_CRISPR
ab03199	No_CRISPR
ab03200	No_CRISPR
ab03201	No_CRISPR
ab03202	No_CRISPR
ab03203	No_CRISPR
ab03204	No_CRISPR
ab03205	No_CRISPR
ab03206	No_CRISPR
ab03207	No_CRISPR
ab03208	No_CRISPR
ab03209	No_CRISPR
ab03210	No_CRISPR
ab03211	No_CRISPR
ab03212	No_CRISPR
ab03213	No_CRISPR
ab03214	No_CRISPR
ab03215	No_CRISPR
ab03216	No_CRISPR
ab03217	No_CRISPR
ab03218	No_CRISPR
ab03219	No_CRISPR
ab03220	No_CRISPR
ab03221	No_CRISPR
ab03222	No_CRISPR
ab03223	No_CRISPR
ab03224	No_CRISPR
ab03225	No_CRISPR
ab03226	No_CRISPR
ab03227	No_CRISPR
ab03228	No_CRISPR
ab03229	No_CRISPR
ab03230	No_CRISPR
ab03231	No_CRISPR
ab03232	No_CRISPR
ab03233	No_CRISPR
ab03234	No_CRISPR
ab03235	No_CRISPR
ab03236	No_CRISPR
ab03237	No_CRISPR
ab03238	No_CRISPR
ab03239	No_CRISPR
ab03240	No_CRISPR
ab03241	No_CRISPR
ab03242	No_CRISPR
ab03243	No_CRISPR
ab03244	No_CRISPR
ab03245	No_CRISPR
ab03246	No_CRISPR
ab03247	No_CRISPR
ab03248	No_CRISPR
ab03249	No_CRISPR
ab03250	No_CRISPR
ab03251	No_CRISPR
ab03252	No_CRISPR
ab03253	No_CRISPR
ab03254	No_CRISPR
ab03255	No_CRISPR
ab03256	No_CRISPR
ab03257	No_CRISPR
ab03258	No_CRISPR
ab03259	No_CRISPR
ab03260	No_CRISPR
ab03261	No_CRISPR
ab03262	No_CRISPR
ab03263	No_CRISPR
ab03264	No_CRISPR
ab03265	No_CRISPR
ab03266	No_CRISPR
ab03267	No_CRISPR
ab03268	No_CRISPR
ab03269	No_CRISPR
ab03270	No_CRISPR
ab03271	No_CRISPR
ab03272	No_CRISPR
ab03273	No_CRISPR
ab03274	No_CRISPR
ab03275	No_CRISPR
ab03276	No_CRISPR
ab03277	No_CRISPR
ab03278	No_CRISPR
ab03279	No_CRISPR
ab03280	No_CRISPR
ab03281	No_CRISPR
ab03282	No_CRISPR
ab03283	No_CRISPR
ab03284	No_CRISPR
ab03285	No_CRISPR
ab03286	No_CRISPR
ab03287	No_CRISPR
ab03288	No_CRISPR
ab03289	No_CRISPR
ab03290	No_CRISPR
ab03291	No_CRISPR
ab03292	No_CRISPR
ab03293	No_CRISPR
ab03294	No_CRISPR
ab03295	No_CRISPR
ab03296	No_CRISPR
ab03297	No_CRISPR
ab03298	No_CRISPR
ab03299	No_CRISPR
ab03300	No_CRISPR
ab03301	No_CRISPR
ab03302	No_CRISPR
ab03303	No_CRISPR
ab03304	No_CRISPR
ab03305	No_CRISPR
ab03306	No_CRISPR
ab03307	No_CRISPR
ab03308	No_CRISPR
ab03309	No_CRISPR
ab03310	No_CRISPR
ab03311	No_CRISPR
ab03312	No_CRISPR
ab03313	No_CRISPR
ab03314	No_CRISPR
ab03315	No_CRISPR
ab03316	No_CRISPR
ab03317	No_CRISPR
ab03318	No_CRISPR
ab03319	No_CRISPR
ab03320	No_CRISPR
ab03321	No_CRISPR
ab03322	No_CRISPR
ab03323	No_CRISPR
ab03324	No_CRISPR
ab03325	No_CRISPR
ab03326	No_CRISPR
ab03327	No_CRISPR
ab03328	No_CRISPR
ab03329	No_CRISPR
ab03330	No_CRISPR
ab03331	No_CRISPR
ab03332	No_CRISPR
ab03333	No_CRISPR
ab03334	No_CRISPR
ab03335	No_CRISPR
ab03336	No_CRISPR
ab03337	No_CRISPR
ab03338	No_CRISPR
ab03339	No_CRISPR
ab03340	No_CRISPR
ab03341	No_CRISPR
ab03342	No_CRISPR
ab03343	No_CRISPR
ab03344	No_CRISPR
ab03345	No_CRISPR
ab03346	No_CRISPR
ab03347	No_CRISPR
ab03348	No_CRISPR
ab03349	No_CRISPR
ab03350	No_CRISPR
ab03351	No_CRISPR
ab03352	No_CRISPR
ab03353	No_CRISPR
ab03354	No_CRISPR
ab03355	No_CRISPR
ab03356	No_CRISPR
ab03357	No_CRISPR
ab03358	No_CRISPR
ab03359	No_CRISPR
ab03360	No_CRISPR
ab03361	No_CRISPR
ab03362	No_CRISPR
ab03363	No_CRISPR
ab03364	No_CRISPR
ab03365	No_CRISPR
ab03366	No_CRISPR
ab03367	No_CRISPR
ab03368	No_CRISPR
ab03369	No_CRISPR
ab03370	No_CRISPR
ab03371	No_CRISPR
ab03372	No_CRISPR
ab03373	No_CRISPR
ab03374	No_CRISPR
ab03376	No_CRISPR
ab03377	No_CRISPR
ab03378	No_CRISPR
ab03379	No_CRISPR
ab03380	No_CRISPR
ab03381	No_CRISPR
ab03382	No_CRISPR
ab03383	No_CRISPR
ab03384	No_CRISPR
ab03385	No_CRISPR
ab03386	No_CRISPR
ab03387	No_CRISPR
ab03388	No_CRISPR
ab03389	No_CRISPR
ab03390	No_CRISPR
ab03391	No_CRISPR
ab03392	No_CRISPR
ab03393	No_CRISPR
ab03394	No_CRISPR
ab03395	No_CRISPR
ab03396	No_CRISPR
ab03397	No_CRISPR
ab03398	No_CRISPR
ab03399	No_CRISPR
ab03400	No_CRISPR
ab03401	No_CRISPR
ab03402	No_CRISPR
ab03403	No_CRISPR
ab03404	No_CRISPR
ab03405	No_CRISPR
ab03406	No_CRISPR
ab03407	No_CRISPR
ab03408	No_CRISPR
ab03409	No_CRISPR
ab03410	No_CRISPR
ab03411	No_CRISPR
ab03412	No_CRISPR
ab03413	No_CRISPR
ab03414	No_CRISPR
ab03415	No_CRISPR
ab03416	No_CRISPR
ab03417	No_CRISPR
ab03418	No_CRISPR
ab03419	No_CRISPR
ab03420	No_CRISPR
ab03421	No_CRISPR
ab03422	No_CRISPR
ab03423	No_CRISPR
ab03424	No_CRISPR
ab03425	No_CRISPR
ab03426	No_CRISPR
ab03427	No_CRISPR
ab03428	No_CRISPR
ab03429	No_CRISPR
ab03430	No_CRISPR
ab03431	No_CRISPR
ab03432	No_CRISPR
ab03433	No_CRISPR
ab03434	No_CRISPR
ab03435	No_CRISPR
ab03436	No_CRISPR
ab03437	No_CRISPR
ab03438	No_CRISPR
ab03439	No_CRISPR
ab03440	No_CRISPR
ab03441	No_CRISPR
ab03442	No_CRISPR
ab03443	No_CRISPR
ab03444	No_CRISPR
ab03445	No_CRISPR
ab03446	No_CRISPR
ab03447	No_CRISPR
ab03448	No_CRISPR
ab03449	No_CRISPR
ab03450	No_CRISPR
ab03451	No_CRISPR
ab03452	No_CRISPR
ab03453	No_CRISPR
ab03454	No_CRISPR
ab03455	No_CRISPR
ab03456	No_CRISPR
ab03457	No_CRISPR
ab03458	No_CRISPR
ab03459	No_CRISPR
ab03460	No_CRISPR
ab03461	No_CRISPR
ab03462	No_CRISPR
ab03463	No_CRISPR
ab03464	No_CRISPR
ab03465	No_CRISPR
ab03466	No_CRISPR
ab03467	No_CRISPR
ab03468	No_CRISPR
ab03469	No_CRISPR
ab03470	No_CRISPR
ab03471	No_CRISPR
ab03472	No_CRISPR
ab03473	No_CRISPR
ab03474	No_CRISPR
ab03475	No_CRISPR
ab03476	No_CRISPR
ab03477	No_CRISPR
ab03478	No_CRISPR
ab03479	No_CRISPR
ab03480	No_CRISPR
ab03481	No_CRISPR
ab03482	No_CRISPR
ab03483	No_CRISPR
ab03484	No_CRISPR
ab03485	No_CRISPR
ab03486	No_CRISPR
ab03487	No_CRISPR
ab03488	No_CRISPR
ab03489	No_CRISPR
ab03490	No_CRISPR
ab03491	No_CRISPR
ab03492	No_CRISPR
ab03493	No_CRISPR
ab03494	No_CRISPR
ab03495	No_CRISPR
ab03496	No_CRISPR
ab03497	No_CRISPR
ab03498	No_CRISPR
ab03499	No_CRISPR
ab03500	No_CRISPR
ab03501	No_CRISPR
ab03502	No_CRISPR
ab03503	No_CRISPR
ab03504	No_CRISPR
ab03505	No_CRISPR
ab03506	No_CRISPR
ab03507	No_CRISPR
ab03508	No_CRISPR
ab03509	No_CRISPR
ab03510	No_CRISPR
ab03511	No_CRISPR
ab03512	No_CRISPR
ab03513	No_CRISPR
ab03514	No_CRISPR
ab03515	No_CRISPR
ab03516	No_CRISPR
ab03517	No_CRISPR
ab03518	No_CRISPR
ab03519	No_CRISPR
ab03520	No_CRISPR
ab03521	No_CRISPR
ab03522	No_CRISPR
ab03523	No_CRISPR
ab03524	No_CRISPR
ab03525	No_CRISPR
ab03526	No_CRISPR
ab03527	No_CRISPR
ab03528	No_CRISPR
ab03529	No_CRISPR
ab03530	No_CRISPR
ab03531	No_CRISPR
ab03533	No_CRISPR
ab03534	No_CRISPR
ab03535	No_CRISPR
ab03536	No_CRISPR
ab03540	No_CRISPR
ab03541	No_CRISPR
ab03542	No_CRISPR
ab03543	No_CRISPR
ab03545	No_CRISPR
ab03546	No_CRISPR
ab03548	No_CRISPR
ab03556	No_CRISPR
ab03561	No_CRISPR
ab03562	No_CRISPR
ab03563	No_CRISPR
ab03565	No_CRISPR
ab03566	No_CRISPR
ab03567	No_CRISPR
ab03568	No_CRISPR
ab03569	No_CRISPR
ab03570	No_CRISPR
ab03571	No_CRISPR
ab03572	No_CRISPR
ab03573	No_CRISPR
ab03574	No_CRISPR
ab03575	No_CRISPR
ab03576	No_CRISPR
ab03578	No_CRISPR
ab03580	No_CRISPR
ab03582	No_CRISPR
ab03583	No_CRISPR
ab03584	No_CRISPR
ab03585	No_CRISPR
ab03587	No_CRISPR
ab03588	No_CRISPR
ab03591	No_CRISPR
ab03592	No_CRISPR
ab03593	No_CRISPR
ab03595	No_CRISPR
ab03596	No_CRISPR
ab03597	No_CRISPR
ab03598	No_CRISPR
ab03599	No_CRISPR
ab03606	No_CRISPR
ab03607	No_CRISPR
ab03609	No_CRISPR
ab03611	No_CRISPR
ab03614	No_CRISPR
ab03615	No_CRISPR
ab03616	No_CRISPR
ab03617	No_CRISPR
ab03618	No_CRISPR
ab03619	No_CRISPR
ab03620	No_CRISPR
